id,eng_word,level,difficulty_level,first_letter,tur_word,sample_sentence_1,sample_sentence_2,picture,audio_url
475,website,A2,4,w,web sitesi,She put the website beside her bag.,He found a website under the chair.,,https://api.dictionaryapi.dev/media/pronunciations/en/website-uk.mp3
476,wedding,A2,4,w,düğün,It was a wedding day for a walk.,He gave me a wedding smile after class.,,https://api.dictionaryapi.dev/media/pronunciations/en/wedding-uk.mp3
477,weekday,A2,4,w,hafta içi günü,We saw the weekday near the window.,My friend described the weekday very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/weekday-us.mp3
478,yeah,A2,4,y,evet,"Yeah, I can come with you.",She said yeah with a big smile.,,https://api.dictionaryapi.dev/media/pronunciations/en/yeah-1-us.mp3
479,youth,A2,4,y,gençlik,Youth can bring energy to a team.,He spent his youth in a small village.,,https://api.dictionaryapi.dev/media/pronunciations/en/youth-us.mp3
480,zone,A2,4,z,bölge,People gathered outside the zone.,The old zone looked clean and bright.,,https://api.dictionaryapi.dev/media/pronunciations/en/zone-us.mp3
481,abandon,B1,4,a,terk etmek,They plan to abandon the problem this week.,She tried to abandon the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/abandon-us.mp3
482,able,B1,4,a,yetenekli/-ebilir,It was an able day for a walk.,He gave me an able smile after class.,,https://api.dictionaryapi.dev/media/pronunciations/en/able-us.mp3
483,abnormal,B1,4,a,anormal,We saw an abnormal pattern in the results.,His abnormal style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/abnormal-us.mp3
484,aboard,B1,4,a,gemide/uçakta,The passengers went aboard the ship.,She was already aboard the plane.,,https://api.dictionaryapi.dev/media/pronunciations/en/aboard-us.mp3
485,aborigine,B1,4,a,yerli halk üyesi,He pointed to the aborigine on the page.,The aborigine appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/aborigine-us.mp3
486,absence,B1,4,a,yokluk,The absence changed the final result.,The story included a clear absence.,,https://api.dictionaryapi.dev/media/pronunciations/en/absence-us.mp3
487,absent,B1,4,a,yok/gelmeyen,The absent room felt calm and safe.,She chose an absent jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/absent-1-us.mp3
488,absolute,B1,4,a,mutlak,It was an absolute day for a walk.,He gave me an absolute smile after class.,,https://api.dictionaryapi.dev/media/pronunciations/en/absolute-uk.mp3
489,absolutely,B1,4,a,kesinlikle,She spoke absolutely during the meeting.,The team worked absolutely on the final task.,,https://api.dictionaryapi.dev/media/pronunciations/en/absolutely-us.mp3
490,absorb,B1,4,a,emmek/özümsemek,The absorb was part of the story.,She noticed the absorb during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/absorb-us.mp3
491,abstract,B1,4,a,soyut,It was an abstract day for a walk.,He gave me an abstract smile after class.,,https://api.dictionaryapi.dev/media/pronunciations/en/abstract-uk.mp3
492,babysit,B1,4,b,bebek bakmak,The team will babysit the issue tomorrow.,I hope to babysit this skill with practice.,,https://api.dictionaryapi.dev/media/pronunciations/en/babysit-us.mp3
493,babysitter,B1,4,b,bebek bakıcısı,The babysitter helped a child near the door.,A friendly babysitter smiled during the meeting.,,/uploads/audio/words/babysitter.mp3
494,backache,B1,4,b,sırt ağrısı,He pointed to the backache on the page.,The backache appeared near the end of the story.,,/uploads/audio/words/backache.mp3
495,backpack,B1,4,b,sırt çantası,I cleaned the backpack before dinner.,The small backpack fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/backpack-uk.mp3
496,backpacker,B1,4,b,sırt çantalı gezgin,The backpacker helped a child near the door.,A friendly backpacker smiled during the meeting.,,/uploads/audio/words/backpacker.mp3
497,backpacking,B1,4,b,sırt çantasıyla gezme,He pointed to the backpacking on the page.,The backpacking appeared near the end of the story.,,/uploads/audio/words/backpacking.mp3
498,bacon,B1,4,b,pastırma,We shared the bacon at lunch.,The cook used bacon in the meal.,,https://api.dictionaryapi.dev/media/pronunciations/en/bacon-au.mp3
499,baggage,B1,4,b,bagaj,She put the baggage beside her bag.,He found a baggage under the chair.,,https://api.dictionaryapi.dev/media/pronunciations/en/baggage-uk.mp3
500,baker,B1,4,b,fırıncı,The baker arrived early for work.,Everyone thanked the baker after lunch.,,https://api.dictionaryapi.dev/media/pronunciations/en/baker-us.mp3
501,bakery,B1,4,b,fırın,We saw the bakery near the window.,My friend described the bakery very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/bakery-us.mp3
502,balance,B1,4,b,denge,The report described the balance clearly.,We noticed the balance during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/balance-us.mp3
503,cabbage,B1,4,c,lahana,The cabbage tasted good with tea.,My sister put the cabbage on a plate.,,https://api.dictionaryapi.dev/media/pronunciations/en/cabbage-uk.mp3
504,cabin,B1,4,c,kulübe/kabin,People gathered outside the cabin.,The old cabin looked clean and bright.,,https://api.dictionaryapi.dev/media/pronunciations/en/cabin-us.mp3
505,cage,B1,4,c,kafes,She put the cage beside her bag.,He found a cage under the chair.,,https://api.dictionaryapi.dev/media/pronunciations/en/cage-us.mp3
506,calculate,B1,4,c,hesaplamak,We need to calculate the plan carefully.,He decided to calculate it after the meeting.,,https://api.dictionaryapi.dev/media/pronunciations/en/calculate-us.mp3
507,calculation,B1,4,c,hesaplama,The calculation changed the final result.,The story included a clear calculation.,,/uploads/audio/words/calculation.mp3
508,calculator,B1,4,c,hesap makinesi,She put the calculator beside her bag.,He found a calculator under the chair.,,https://api.dictionaryapi.dev/media/pronunciations/en/calculator-us.mp3
509,calf,B1,4,c,buzağı/baldır,He pointed to the calf on the page.,The calf appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/calf-us.mp3
510,caller,B1,4,c,arayan kişi,A young caller waited outside the room.,The caller spoke kindly to us.,,/uploads/audio/words/caller.mp3
511,calm,B1,4,c,sakin,The calm room felt calm and safe.,She chose a calm jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/calm-us.mp3
512,calmness,B1,4,c,sakinlik,The class discussed the calmness after the video.,This example shows the calmness clearly.,,/uploads/audio/words/calmness.mp3
513,camel,B1,4,c,deve,We saw the camel near the window.,My friend described the camel very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/camel-1-au.mp3
514,daisy,B1,4,d,papatya,The daisy was part of the story.,She noticed the daisy during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/daisy-us.mp3
515,damage,B1,4,d,zarar,The class discussed the damage after the video.,This example shows the damage clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/damage-us.mp3
516,damaged,B1,4,d,hasarlı,The damaged answer was easy to understand.,We found a damaged place to rest.,,https://api.dictionaryapi.dev/media/pronunciations/en/damaged-us.mp3
517,damp,B1,4,d,nemli,The damp room felt calm and safe.,She chose a damp jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/damp-us.mp3
518,dangerously,B1,4,d,tehlikeli şekilde,He answered dangerously when the teacher asked.,The machine moved dangerously across the floor.,,/uploads/audio/words/dangerously.mp3
519,dare,B1,4,d,cesaret etmek,The team will dare the issue tomorrow.,I hope to dare this skill with practice.,,https://api.dictionaryapi.dev/media/pronunciations/en/dare-us.mp3
520,darkness,B1,4,d,karanlık,The report described the darkness clearly.,We noticed the darkness during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/darkness-us.mp3
521,dating,B1,4,d,flört etme,It was a dating day for a walk.,He gave me a dating smile after class.,,/uploads/audio/words/dating.mp3
522,daze,B1,4,d,sersemletmek,The team will daze the issue tomorrow.,I hope to daze this skill with practice.,,/uploads/audio/words/daze.mp3
523,dazzle,B1,4,d,göz kamaştırmak,They plan to dazzle the problem this week.,She tried to dazzle the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/dazzle-uk.mp3
524,deadline,B1,4,d,son tarih,He pointed to the deadline on the page.,The deadline appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/deadline-uk.mp3
525,eager,B1,4,e,istekli,I was eager when I heard the news.,They seemed eager at the end of the day.,,https://api.dictionaryapi.dev/media/pronunciations/en/eager-us.mp3
526,eagerness,B1,4,e,istek/heves,The report described the eagerness clearly.,We noticed the eagerness during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/eagerness-us.mp3
527,earache,B1,4,e,kulak ağrısı,He pointed to the earache on the page.,The earache appeared near the end of the story.,,/uploads/audio/words/earache.mp3
528,earnest,B1,4,e,ciddi/samimi,The earnest answer was easy to understand.,We found an earnest place to rest.,,https://api.dictionaryapi.dev/media/pronunciations/en/earnest-us.mp3
529,eastern,B1,4,e,doğulu,The eastern room felt calm and safe.,She chose an eastern jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/eastern-us.mp3
530,eco,B1,4,e,eko/çevreci,He pointed to the eco on the page.,The eco appeared near the end of the story.,,/uploads/audio/words/eco.mp3
531,ecological,B1,4,e,ekolojik,We saw an ecological pattern in the results.,His ecological style made the story stronger.,,/uploads/audio/words/ecological.mp3
532,ecology,B1,4,e,ekoloji,The class studied ecology in the forest.,Ecology helps us understand plants and animals.,,/uploads/audio/words/ecology.mp3
533,economic,B1,4,e,ekonomik,This economic example helped the students.,The report used an economic idea clearly.,,/uploads/audio/words/economic.mp3
534,economics,B1,4,e,ekonomi bilimi,The economics changed the final result.,The story included a clear economics.,,https://api.dictionaryapi.dev/media/pronunciations/en/economics-ca.mp3
535,economy,B1,4,e,ekonomi,The report described the economy clearly.,We noticed the economy during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/economy-us.mp3
536,face-to-face,B1,4,f,yüz yüze,It was a face-to-face day for a walk.,He gave me a face-to-face smile after class.,,/uploads/audio/words/face_to_face.mp3
537,facility,B1,4,f,tesis/imkan,The sports facility opens at eight.,This facility has a large swimming pool.,,https://api.dictionaryapi.dev/media/pronunciations/en/facility-us.mp3
538,fade,B1,4,f,solmak,The children like to fade after school.,We watched the birds fade near the trees.,,https://api.dictionaryapi.dev/media/pronunciations/en/fade-au.mp3
539,failure,B1,4,f,başarısızlık,The class discussed the failure after the video.,This example shows the failure clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/failure-ca.mp3
540,faint,B1,4,f,bayılmak/soluk,I saw him faint near the park.,The crowd waited for the show to faint.,,https://api.dictionaryapi.dev/media/pronunciations/en/faint-us.mp3
541,faithful,B1,4,f,sadık,The faithful room felt calm and safe.,She chose a faithful jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/faithful-us.mp3
542,fake,B1,4,f,sahte,It was a fake day for a walk.,He gave me a fake smile after class.,,https://api.dictionaryapi.dev/media/pronunciations/en/fake-us.mp3
543,fallen,B1,4,f,düşmüş,The fallen answer was easy to understand.,We found a fallen place to rest.,,https://api.dictionaryapi.dev/media/pronunciations/en/fallen-us.mp3
544,fantasy,B1,4,f,fantezi/hayal,The fantasy was part of the story.,She noticed the fantasy during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/fantasy-us.mp3
545,faraway,B1,4,f,uzaktaki,It was a faraway day for a walk.,He gave me a faraway smile after class.,,/uploads/audio/words/faraway.mp3
546,farewell,B1,4,f,veda,We saw the farewell near the window.,My friend described the farewell very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/farewell-us.mp3
547,gain,B1,4,g,kazanmak/kazanç,They plan to gain the problem this week.,She tried to gain the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/gain-us.mp3
548,gall,B1,4,g,safra/küstahlık,He pointed to the gall on the page.,The gall appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/gall-uk.mp3
549,gallon,B1,4,g,galon,I cleaned the gallon before dinner.,The small gallon fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/gallon-us.mp3
550,gap,B1,4,g,boşluk,The gap was part of the story.,She noticed the gap during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/gap-au.mp3
551,gardening,B1,4,g,bahçıvanlık,He pointed to the gardening on the page.,The gardening appeared near the end of the story.,,/uploads/audio/words/gardening.mp3
552,garment,B1,4,g,giysi,I cleaned the garment before dinner.,The small garment fell from the shelf.,,/uploads/audio/words/garment.mp3
553,gay,B1,4,g,eşcinsel/neşeli,The gay was part of the story.,She noticed the gay during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/gay-us.mp3
554,gee,B1,4,g,vay,He pointed to the gee on the page.,The gee appeared near the end of the story.,,/uploads/audio/words/gee.mp3
555,gene,B1,4,g,gen,We saw the gene near the window.,My friend described the gene very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/gene-us.mp3
556,general,B1,4,g,genel,The general detail changed the whole plan.,She gave a general answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/general-us.mp3
557,generally,B1,4,g,genellikle,This rule is generally true.,Students generally arrive before the bell.,,https://api.dictionaryapi.dev/media/pronunciations/en/generally-us.mp3
558,habitat,B1,4,h,yaşam alanı,We saw the habitat near the window.,My friend described the habitat very clearly.,,/uploads/audio/words/habitat.mp3
559,hairdresser,B1,4,h,kuaför,The hairdresser helped a child near the door.,A friendly hairdresser smiled during the meeting.,,/uploads/audio/words/hairdresser.mp3
560,hairdryer,B1,4,h,saç kurutma makinesi,The hairdryer was on the wooden table.,My brother carried the hairdryer to school.,,/uploads/audio/words/hairdryer.mp3
